,ID,Name,Image URL,Description,Height,Weight,Categoty,Abilities,Type,Weaknesses,Stats
811,812,Rillaboom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/812.png,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.","6' 11""",198.4 lbs,Drummer,['Overgrow'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 6, 'Attack': 8, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 5}"
812,813,Scorbunny,https://assets.pokemon.com/assets/cms2/img/pokedex/full/813.png,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.","1' 00""",9.9 lbs,Rabbit,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 3, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 5}"
813,814,Raboot,https://assets.pokemon.com/assets/cms2/img/pokedex/full/814.png,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,"2' 00""",19.8 lbs,Rabbit,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 4, 'Attack': 6, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 6}"
814,815,Cinderace,https://assets.pokemon.com/assets/cms2/img/pokedex/full/815.png,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.","4' 07""",72.8 lbs,Striker,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 7}"
815,816,Sobble,https://assets.pokemon.com/assets/cms2/img/pokedex/full/816.png,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.","1' 00""",8.8 lbs,Water Lizard,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 5, 'Special Defense': 3, 'Speed': 5}"
816,817,Drizzile,https://assets.pokemon.com/assets/cms2/img/pokedex/full/817.png,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.","2' 04""",25.4 lbs,Water Lizard,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 6}"
817,818,Inteleon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/818.png,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.","6' 03""",99.6 lbs,Secret Agent,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 5, 'Attack': 5, 'Defense': 4, 'Special Attack': 8, 'Special Defense': 4, 'Speed': 8}"
818,819,Skwovet,https://assets.pokemon.com/assets/cms2/img/pokedex/full/819.png,"It stores berries in its cheeks. When there are no berries to be found, Skwovet will stuff pebbles into its cheeks to stave off its cravings.","1' 00""",5.5 lbs,Cheeky,['Cheek Pouch'],['Normal'],['Fighting'],"{'HP': 5, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
819,820,Greedent,https://assets.pokemon.com/assets/cms2/img/pokedex/full/820.png,"If it spots a berry tree, it will immediately go to gather berries without a sideways glance—even if it’s in the middle of a battle.","2' 00""",13.2 lbs,Greedy,['Cheek Pouch'],['Normal'],['Fighting'],"{'HP': 8, 'Attack': 6, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 2}"
820,821,Rookidee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/821.png,This Pokémon is brave and reckless. The white markings around a Rookidee’s eyes intimidate fainthearted Pokémon.,"0' 08""",4.0 lbs,Tiny Bird,"['Keen Eye', 'Unnerve']",['Flying'],"['Electric', 'Ice', 'Rock']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 4}"
821,822,Corvisquire,https://assets.pokemon.com/assets/cms2/img/pokedex/full/822.png,It’s said that the reason behind Corvisquire’s high level of intelligence is the large size of its brain relative to those of other bird Pokémon.,"2' 07""",35.3 lbs,Raven,"['Keen Eye', 'Unnerve']",['Flying'],"['Electric', 'Ice', 'Rock']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 5}"
822,823,Corviknight,https://assets.pokemon.com/assets/cms2/img/pokedex/full/823.png,"Corviknight can’t serve as a taxi service in Paldea because the Pokémon’s natural predators will attack it while it flies, endangering the customer.","7' 03""",165.3 lbs,Raven,"['Pressure', 'Unnerve']","['Flying', 'Steel']","['Fire', 'Electric']","{'HP': 6, 'Attack': 6, 'Defense': 7, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 4}"
823,824,Blipbug,https://assets.pokemon.com/assets/cms2/img/pokedex/full/824.png,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.","1' 04""",17.6 lbs,Larva,"['Compound Eyes', 'Swarm']",['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 2, 'Attack': 2, 'Defense': 2, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 3}"
824,825,Dottler,https://assets.pokemon.com/assets/cms2/img/pokedex/full/825.png,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.","1' 04""",43.0 lbs,Radome,"['Compound Eyes', 'Swarm']","['Bug', 'Psychic']","['Ghost', 'Fire', 'Flying', 'Dark', 'Rock', 'Bug']","{'HP': 3, 'Attack': 3, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 6, 'Speed': 2}"
825,826,Orbeetle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/826.png,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.","1' 04""",89.9 lbs,Seven Spot,"['Swarm', 'Frisk']","['Bug', 'Psychic']","['Ghost', 'Fire', 'Flying', 'Dark', 'Rock', 'Bug']","{'HP': 4, 'Attack': 3, 'Defense': 7, 'Special Attack': 5, 'Special Defense': 8, 'Speed': 6}"
826,827,Nickit,https://assets.pokemon.com/assets/cms2/img/pokedex/full/827.png,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.","2' 00""",19.6 lbs,Fox,"['Run Away', 'Unburden']",['Dark'],"['Fairy', 'Bug', 'Fighting']","{'HP': 3, 'Attack': 2, 'Defense': 2, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 3}"
827,828,Thievul,https://assets.pokemon.com/assets/cms2/img/pokedex/full/828.png,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.","3' 11""",43.9 lbs,Fox,"['Run Away', 'Unburden']",['Dark'],"['Fairy', 'Bug', 'Fighting']","{'HP': 5, 'Attack': 4, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 6, 'Speed': 6}"
828,829,Gossifleur,https://assets.pokemon.com/assets/cms2/img/pokedex/full/829.png,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.","1' 04""",4.9 lbs,Flowering,"['Regenerator', 'Cotton Down']",['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 3, 'Attack': 3, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 1}"
829,830,Eldegoss,https://assets.pokemon.com/assets/cms2/img/pokedex/full/830.png,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,"1' 08""",5.5 lbs,Cotton Bloom,"['Regenerator', 'Cotton Down']",['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 4, 'Attack': 3, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 8, 'Speed': 4}"
830,831,Wooloo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/831.png,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.","2' 00""",13.2 lbs,Sheep,"['Run Away', 'Fluffy']",['Normal'],['Fighting'],"{'HP': 3, 'Attack': 3, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
831,832,Dubwool,https://assets.pokemon.com/assets/cms2/img/pokedex/full/832.png,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.","4' 03""",94.8 lbs,Sheep,"['Steadfast', 'Fluffy']",['Normal'],['Fighting'],"{'HP': 5, 'Attack': 5, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 6}"
832,833,Chewtle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/833.png,"Its large front tooth is still growing in. When the tooth itches, this Pokémon will bite another Chewtle’s horn, and the two Pokémon will tussle.","1' 00""",18.7 lbs,Snapping,"['Shell Armor', 'Strong Jaw']",['Water'],"['Grass', 'Electric']","{'HP': 3, 'Attack': 4, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
833,834,Drednaw,https://assets.pokemon.com/assets/cms2/img/pokedex/full/834.png,"Its massive, jagged teeth can crush a boulder in a single bite. This Pokémon has an extremely vicious disposition.","3' 03""",254.6 lbs,Bite,"['Shell Armor', 'Strong Jaw']","['Water', 'Rock']","['Grass', 'Electric', 'Fighting', 'Ground']","{'HP': 6, 'Attack': 7, 'Defense': 6, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 5}"
834,835,Yamper,https://assets.pokemon.com/assets/cms2/img/pokedex/full/835.png,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.","1' 00""",29.8 lbs,Puppy,['Ball Fetch'],['Electric'],['Ground'],"{'HP': 4, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
835,836,Boltund,https://assets.pokemon.com/assets/cms2/img/pokedex/full/836.png,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,"3' 03""",75.0 lbs,Dog,['Strong Jaw'],['Electric'],['Ground'],"{'HP': 5, 'Attack': 6, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 8}"
836,837,Rolycoly,https://assets.pokemon.com/assets/cms2/img/pokedex/full/837.png,"On sunny days, Rolycoly will come out onto grassy plains and roll around. Then it will eat the grass that gets tangled in its wheel-like leg.","1' 00""",26.5 lbs,Coal,"['Heatproof', 'Steam Engine']",['Rock'],"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","{'HP': 2, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
837,838,Carkol,https://assets.pokemon.com/assets/cms2/img/pokedex/full/838.png,The temperature inside its body increases when it experiences strong emotions. It rolls around frantically while spewing flames.,"3' 07""",172.0 lbs,Coal,"['Flame Body', 'Steam Engine']","['Rock', 'Fire']","['Water', 'Ground', 'Fighting', 'Rock']","{'HP': 5, 'Attack': 4, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 3}"
838,839,Coalossal,https://assets.pokemon.com/assets/cms2/img/pokedex/full/839.png,"To intimidate its opponents, Coalossal will vigorously shake its body, scattering coal from its smoldering back.","9' 02""",684.5 lbs,Coal,"['Flame Body', 'Steam Engine']","['Rock', 'Fire']","['Water', 'Ground', 'Fighting', 'Rock']","{'HP': 7, 'Attack': 5, 'Defense': 8, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 2}"
839,840,Applin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/840.png,It grows by eating the flesh of an apple. Applin uses its own body fluid to strengthen the apple’s skin and prevent it from rotting.,"0' 08""",1.1 lbs,Apple Core,"['Gluttony', 'Ripen']","['Grass', 'Dragon']","['Flying', 'Ice', 'Dragon', 'Poison', 'Fairy', 'Bug']","{'HP': 3, 'Attack': 3, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
840,841,Flapple,https://assets.pokemon.com/assets/cms2/img/pokedex/full/841.png,"It flutters around while seeking an opening in the opponent’s guard, then attacks by spitting acidic liquid strong enough to melt metal.","1' 00""",2.2 lbs,Apple Wing,"['Gluttony', 'Ripen']","['Grass', 'Dragon']","['Flying', 'Ice', 'Dragon', 'Poison', 'Fairy', 'Bug']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 5}"
841,842,Appletun,https://assets.pokemon.com/assets/cms2/img/pokedex/full/842.png,It feeds mainly on sweet apples. It will also eat small bug Pokémon that are attracted by its sweet nectar.,"1' 04""",28.7 lbs,Apple Nectar,"['Gluttony', 'Ripen']","['Grass', 'Dragon']","['Flying', 'Ice', 'Dragon', 'Poison', 'Fairy', 'Bug']","{'HP': 7, 'Attack': 5, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 2}"
842,843,Silicobra,https://assets.pokemon.com/assets/cms2/img/pokedex/full/843.png,"Silicobra’s neck pouch, which can inflate and deflate like a balloon, gets more elastic each time Silicobra sheds its skin.","7' 03""",16.8 lbs,Sand Snake,"['Shed Skin', 'Sand Spit']",['Ground'],"['Water', 'Grass', 'Ice']","{'HP': 4, 'Attack': 4, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
843,844,Sandaconda,https://assets.pokemon.com/assets/cms2/img/pokedex/full/844.png,"It will expand its body as much as it can and then contract itself, blasting out sand with enough force to wash away a dump truck.","12' 06""",144.4 lbs,Sand Snake,"['Shed Skin', 'Sand Spit']",['Ground'],"['Water', 'Grass', 'Ice']","{'HP': 5, 'Attack': 7, 'Defense': 8, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 5}"
844,845,Cramorant,https://assets.pokemon.com/assets/cms2/img/pokedex/full/845.png,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.","2' 07""",39.7 lbs,Gulp,['Gulp Missile'],"['Flying', 'Water']","['Electric', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 5}"
845,846,Arrokuda,https://assets.pokemon.com/assets/cms2/img/pokedex/full/846.png,Arrokuda can swim quickly only in a straight line. The ones that become sluggish from overeating are the first to be targeted by flocks of Wattrel.,"1' 08""",2.2 lbs,Rush,['Swift Swim'],['Water'],"['Grass', 'Electric']","{'HP': 3, 'Attack': 4, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 2, 'Speed': 4}"
846,847,Barraskewda,https://assets.pokemon.com/assets/cms2/img/pokedex/full/847.png,"It spins its tail fins to leap from the water, then viciously bites down on Wingull flying close to the water’s surface.","4' 03""",66.1 lbs,Skewer,['Swift Swim'],['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 8, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 8}"
847,848,Toxel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/848.png,It has no problem drinking dirty water. An organ inside Toxel’s body filters such water into a poisonous liquid that is harmless to Toxel.,"1' 04""",24.3 lbs,Baby,"['Static', 'Rattled']","['Electric', 'Poison']","['Psychic', 'Ground']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 3}"
848,849,Toxtricity,https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png,Many youths admire the way this Pokémon listlessly picks fights and keeps its cool no matter what opponent it faces.,"5' 03""",88.2 lbs,Punk,"['Minus', 'Punk Rock']","['Electric', 'Poison']","['Psychic', 'Ground']","{'HP': 5, 'Attack': 6, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 5}"
849,850,Sizzlipede,https://assets.pokemon.com/assets/cms2/img/pokedex/full/850.png,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,"2' 04""",2.2 lbs,Radiator,"['Flash Fire', 'White Smoke']","['Fire', 'Bug']","['Water', 'Flying', 'Rock']","{'HP': 3, 'Attack': 4, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
850,851,Centiskorch,https://assets.pokemon.com/assets/cms2/img/pokedex/full/851.png,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.","9' 10""",264.6 lbs,Radiator,"['Flash Fire', 'White Smoke']","['Fire', 'Bug']","['Water', 'Flying', 'Rock']","{'HP': 6, 'Attack': 7, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 6, 'Speed': 4}"
851,852,Clobbopus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/852.png,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.","2' 00""",8.8 lbs,Tantrum,['Limber'],['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 3, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
852,853,Grapploct,https://assets.pokemon.com/assets/cms2/img/pokedex/full/853.png,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,"5' 03""",86.0 lbs,Jujitsu,['Limber'],['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 5, 'Attack': 7, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 3}"
853,854,Sinistea,https://assets.pokemon.com/assets/cms2/img/pokedex/full/854.png,The soul of someone who died alone possessed some leftover tea. This Pokémon appears in hotels and houses.,"0' 04""",0.4 lbs,Black Tea,['Weak Armor'],['Ghost'],"['Ghost', 'Dark']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 3}"
854,855,Polteageist,https://assets.pokemon.com/assets/cms2/img/pokedex/full/855.png,"The tea that composes Polteageist’s body has a distinct and enjoyable flavor. Drinking too much, however, can be fatal.","0' 08""",0.9 lbs,Black Tea,['Weak Armor'],['Ghost'],"['Ghost', 'Dark']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 8, 'Special Defense': 7, 'Speed': 5}"
855,856,Hatenna,https://assets.pokemon.com/assets/cms2/img/pokedex/full/856.png,"Because the emotions of others constantly flow into its head, this Pokémon prefers environments where no other creatures live.","1' 04""",7.5 lbs,Calm,"['Anticipation', 'Healer']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 3, 'Attack': 2, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 3}"
856,857,Hattrem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/857.png,"To this Pokémon, strong emotions apparently feel like incredibly loud noises—even if the emotions are happy ones.","2' 00""",10.6 lbs,Serene,"['Anticipation', 'Healer']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 3}"
857,858,Hatterene,https://assets.pokemon.com/assets/cms2/img/pokedex/full/858.png,"Hatterene knocks out those that intrude in its home forest by blasting them with a beam, then slashing with claws enhanced by psychic power.","6' 11""",11.2 lbs,Silent,"['Anticipation', 'Healer']","['Psychic', 'Fairy']","['Ghost', 'Steel', 'Poison']","{'HP': 4, 'Attack': 6, 'Defense': 6, 'Special Attack': 8, 'Special Defense': 7, 'Speed': 2}"
858,859,Impidimp,https://assets.pokemon.com/assets/cms2/img/pokedex/full/859.png,The reason this Pokémon causes trouble for those it feels close to is because Impidimp itself gets irritable if it can’t absorb negative emotions.,"1' 04""",12.1 lbs,Wily,"['Frisk', 'Prankster']","['Dark', 'Fairy']","['Steel', 'Fairy', 'Poison']","{'HP': 3, 'Attack': 3, 'Defense': 2, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 3}"
859,860,Morgrem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/860.png,"Morgrem prefers dirty tactics, like ambushing, because it doesn’t have confidence in its brawn.","2' 07""",27.6 lbs,Devious,"['Frisk', 'Prankster']","['Dark', 'Fairy']","['Steel', 'Fairy', 'Poison']","{'HP': 4, 'Attack': 4, 'Defense': 3, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 5}"
860,861,Grimmsnarl,https://assets.pokemon.com/assets/cms2/img/pokedex/full/861.png,This Pokémon has complete control over its hair. Grimmsnarl normally keeps its hair wrapped around its body to support its muscles.,"4' 11""",134.5 lbs,Bulk Up,"['Frisk', 'Prankster']","['Dark', 'Fairy']","['Steel', 'Fairy', 'Poison']","{'HP': 6, 'Attack': 8, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 4}"
861,862,Obstagoon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/862.png,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,"5' 03""",101.4 lbs,Blocking,"['Guts', 'Reckless']","['Dark', 'Normal']","['Fairy', 'Bug', 'Fighting']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 6}"
862,863,Perrserker,https://assets.pokemon.com/assets/cms2/img/pokedex/full/863.png,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,"2' 07""",61.7 lbs,Viking,"['Battle Armor', 'Tough Claws']",['Steel'],"['Fire', 'Fighting', 'Ground']","{'HP': 5, 'Attack': 7, 'Defense': 6, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 3}"
863,864,Cursola,https://assets.pokemon.com/assets/cms2/img/pokedex/full/864.png,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,"3' 03""",0.9 lbs,Coral,['Weak Armor'],['Ghost'],"['Ghost', 'Dark']","{'HP': 4, 'Attack': 6, 'Defense': 3, 'Special Attack': 9, 'Special Defense': 8, 'Speed': 2}"
864,865,Sirfetch’d,https://assets.pokemon.com/assets/cms2/img/pokedex/full/865.png,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.","2' 07""",257.9 lbs,Wild Duck,['Steadfast'],['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 4, 'Attack': 8, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 4}"
865,866,Mr. Rime,https://assets.pokemon.com/assets/cms2/img/pokedex/full/866.png,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,"4' 11""",128.3 lbs,Comedian,"['Tangled Feet', 'Screen Cleaner']","['Ice', 'Psychic']","['Steel', 'Ghost', 'Fire', 'Dark', 'Rock', 'Bug']","{'HP': 5, 'Attack': 5, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 6, 'Speed': 5}"
866,867,Runerigus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/867.png,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.","5' 03""",146.8 lbs,Grudge,['Wandering Spirit'],"['Ground', 'Ghost']","['Water', 'Ghost', 'Grass', 'Dark', 'Ice']","{'HP': 4, 'Attack': 6, 'Defense': 9, 'Special Attack': 3, 'Special Defense': 7, 'Speed': 2}"
867,868,Milcery,https://assets.pokemon.com/assets/cms2/img/pokedex/full/868.png,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,"0' 08""",0.7 lbs,Cream,['Sweet Veil'],['Fairy'],"['Steel', 'Poison']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 2}"
868,869,Alcremie,https://assets.pokemon.com/assets/cms2/img/pokedex/full/869.png,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.","1' 00""",1.1 lbs,Cream,['Sweet Veil'],['Fairy'],"['Steel', 'Poison']","{'HP': 4, 'Attack': 4, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 8, 'Speed': 4}"
869,870,Falinks,https://assets.pokemon.com/assets/cms2/img/pokedex/full/870.png,"The brass, which is the one that stands at the front and issues orders, is the strongest and smartest of the six.","9' 10""",136.7 lbs,Formation,['Battle Armor'],['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 4, 'Attack': 6, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 5}"
870,871,Pincurchin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/871.png,This Pokémon generates electricity when it digests food. It uses its five hard teeth to scrape seaweed off surfaces and eat it.,"1' 00""",2.2 lbs,Sea Urchin,['Lightning Rod'],['Electric'],['Ground'],"{'HP': 3, 'Attack': 6, 'Defense': 6, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 1}"
871,872,Snom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/872.png,"It eats snow that has accumulated on the ground. It prefers soft, freshly fallen snow, so it will eat its way up a mountain, aiming for the peak.","1' 00""",8.4 lbs,Worm,['Shield Dust'],"['Ice', 'Bug']","['Fire', 'Steel', 'Flying', 'Rock']","{'HP': 2, 'Attack': 2, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 2, 'Speed': 2}"
872,873,Frosmoth,https://assets.pokemon.com/assets/cms2/img/pokedex/full/873.png,"Frosmoth senses air currents with its antennae. It sends its scales drifting on frigid air, making them fall like snow.","4' 03""",92.6 lbs,Frost Moth,['Shield Dust'],"['Ice', 'Bug']","['Fire', 'Steel', 'Flying', 'Rock']","{'HP': 5, 'Attack': 4, 'Defense': 4, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 4}"
873,874,Stonjourner,https://assets.pokemon.com/assets/cms2/img/pokedex/full/874.png,The elemental composition of the rocks that form its body were found to match the bedrock of a land far away from this Pokémon’s habitat.,"8' 02""",1146.4 lbs,Big Rock,['Power Spot'],['Rock'],"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","{'HP': 6, 'Attack': 8, 'Defense': 8, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 5}"
874,875,Eiscue,https://assets.pokemon.com/assets/cms2/img/pokedex/full/875.png,"On hot days, these Pokémon press their ice cube heads together and pass the time cooling each other down.","4' 07""",196.2 lbs,Penguin,['Ice Face'],['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 7, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 3}"
875,876,Indeedee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/876.png,This Pokémon picks up on the positive emotions of other creatures via its horns and uses those emotions to fuel itself.,"2' 11""",61.7 lbs,Emotion,"['Inner Focus', 'Synchronize']","['Psychic', 'Normal']","['Dark', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 7, 'Special Defense': 6, 'Speed': 6}"
876,877,Morpeko,https://assets.pokemon.com/assets/cms2/img/pokedex/full/877.png,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.","1' 00""",6.6 lbs,Two-Sided,['Hunger Switch'],"['Electric', 'Dark']","['Fairy', 'Bug', 'Fighting', 'Ground']","{'HP': 4, 'Attack': 6, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 6}"
877,878,Cufant,https://assets.pokemon.com/assets/cms2/img/pokedex/full/878.png,"Using the pointy tip of its trunk, it carves off chunks of hard rocks to eat. It is very docile and helps people with physical labor.","3' 11""",220.5 lbs,Copperderm,['Sheer Force'],['Steel'],"['Fire', 'Fighting', 'Ground']","{'HP': 5, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
